HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1023001001013,1023001001,10212,13,10:14:51,10:15:21
1023001001014,1023001001,10150,14,10:16:03,10:16:33
1023001001015,1023001001,10267,15,10:17:09,10:17:39
1023001001016,1023001001,10261,16,10:18:30,10:19:00
1023001001017,1023001001,10297,17,10:19:39,10:20:09
1023001001018,1023001001,10283,18,10:20:54,10:21:24
1023001001019,1023001001,10171,19,10:21:53,10:22:23
1023001001020,1023001001,10249,20,10:23:04,10:23:34
1023001001021,1023001001,10299,21,10:24:19,10:24:49
1023001001022,1023001001,10282,22,10:25:57,10:26:27
1023001001023,1023001001,10181,23,10:27:13,10:27:43
1023001001024,1023001001,10247,24,10:28:17,10:28:47
1023001001025,1023001001,10293,25,10:30:03,10:30:33
1023001001026,1023001001,10270,26,10:31:21,10:31:51
1023001001027,1023001001,10230,27,10:32:43,10:33:13
1023001001028,1023001001,10197,28,10:34:02,10:34:32
1023001001029,1023001001,10183,29,10:35:35,
1023001002001,1023001002,10182,1,,10:05:00
1023001002002,1023001002,10318,2,10:05:46,10:06:16
1023001002003,1023001002,10311,3,10:07:13,10:07:43
1023001002004,1023001002,10235,4,10:08:35,10:09:05
1023001002005,1023001002,10184,5,10:09:45,10:10:15
1023001002006,1023001002,10169,6,10:10:50,10:11:20
1023001002007,1023001002,10273,7,10:12:15,10:12:45
1023001002008,1023001002,10276,8,10:13:41,10:14:11
1023001002009,1023001002,10254,9,10:15:10,10:15:40
1023001002010,1023001002,10222,10,10:16:15,10:16:45
1023001002011,1023001002,10241,11,10:17:51,10:18:21
1023001002012,1023001002,10305,12,10:18:57,10:19:27
1023001002013,1023001002,10212,13,10:19:51,10:20:21
1023001002014,1023001002,10150,14,10:21:03,10:21:33
1023001002015,1023001002,10267,15,10:22:09,10:22:39
1023001002016,1023001002,10261,16,10:23:30,10:24:00
1023001002017,1023001002,10297,17,10:24:39,10:25:09
1023001002018,1023001002,10283,18,10:25:54,10:26:24
1023001002019,1023001002,10171,19,10:26:53,10:27:23
1023001002020,1023001002,10249,20,10:28:04,10:28:34
1023001002021,1023001002,10299,21,10:29:19,10:29:49
1023001002022,1023001002,10282,22,10:30:57,10:31:27
1023001002023,1023001002,10181,23,10:32:13,10:32:43
1023001002024,1023001002,10247,24,10:33:17,10:33:47
1023001002025,1023001002,10293,25,10:35:03,10:35:33
1023001002026,1023001002,10270,26,10:36:21,10:36:51
1023001002027,1023001002,10230,27,10:37:43,10:38:13
1023001002028,1023001002,10197,28,10:39:02,10:39:32
1023001002029,1023001002,10183,29,10:40:35,
1023001003001,1023001003,10182,1,,10:10:00
1023001003002,1023001003,10318,2,10:10:46,10:11:16
1023001003003,1023001003,10311,3,10:12:13,10:12:43
1023001003004,1023001003,10235,4,10:13:35,10:14:05
1023001003005,1023001003,10184,5,10:14:45,10:15:15
1023001003006,1023001003,10169,6,10:15:50,10:16:20
1023001003007,1023001003,10273,7,10:17:15,10:17:45
1023001003008,1023001003,10276,8,10:18:41,10:19:11
1023001003009,1023001003,10254,9,10:20:10,10:20:40
1023001003010,1023001003,10222,10,10:21:15,10:21:45
1023001003011,1023001003,10241,11,10:22:51,10:23:21
1023001003012,1023001003,10305,12,10:23:57,10:24:27
1023001003013,1023001003,10212,13,10:24:51,10:25:21
1023001003014,1023001003,10150,14,10:26:03,10:26:33
1023001003015,1023001003,10267,15,10:27:09,10:27:39
1023001003016,1023001003,10261,16,10:28:30,10:29:00
1023001003017,1023001003,10297,17,10:29:39,10:30:09
1023001003018,1023001003,10283,18,10:30:54,10:31:24
1023001003019,1023001003,10171,19,10:31:53,10:32:23
1023001003020,1023001003,10249,20,10:33:04,10:33:34
1023001003021,1023001003,10299,21,10:34:19,10:34:49
1023001003022,1023001003,10282,22,10:35:57,10:36:27
1023001003023,1023001003,10181,23,10:37:13,10:37:43
1023001003024,1023001003,10247,24,10:38:17,10:38:47
1023001003025,1023001003,10293,25,10:40:03,10:40:33
1023001003026,1023001003,10270,26,10:41:21,10:41:51
1023001003027,1023001003,10230,27,10:42:43,10:43:13
1023001003028,1023001003,10197,28,10:44:02,10:44:32
1023001003029,1023001003,10183,29,10:45:35,
1023001004001,1023001004,10182,1,,10:15:00
1023001004002,1023001004,10318,2,10:15:46,10:16:16
1023001004003,1023001004,10311,3,10:17:13,10:17:43
1023001004004,1023001004,10235,4,10:18:35,10:19:05
1023001004005,1023001004,10184,5,10:19:45,10:20:15
1023001004006,1023001004,10169,6,10:20:50,10:21:20
1023001004007,1023001004,10273,7,10:22:15,10:22:45
1023001004008,1023001004,10276,8,10:23:41,10:24:11
1023001004009,1023001004,10254,9,10:25:10,10:25:40
1023001004010,1023001004,10222,10,10:26:15,10:26:45
1023001004011,1023001004,10241,11,10:27:51,10:28:21
1023001004012,1023001004,10305,12,10:28:57,10:29:27
1023001004013,1023001004,10212,13,10:29:51,10:30:21
1023001004014,1023001004,10150,14,10:31:03,10:31:33
1023001004015,1023001004,10267,15,10:32:09,10:32:39
1023001004016,1023001004,10261,16,10:33:30,10:34:00
1023001004017,1023001004,10297,17,10:34:39,10:35:09
1023001004018,1023001004,10283,18,10:35:54,10:36:24
1023001004019,1023001004,10171,19,10:36:53,10:37:23
1023001004020,1023001004,10249,20,10:38:04,10:38:34
1023001004021,1023001004,10299,21,10:39:19,10:39:49
1023001004022,1023001004,10282,22,10:40:57,10:41:27
1023001004023,1023001004,10181,23,10:42:13,10:42:43
1023001004024,1023001004,10247,24,10:43:17,10:43:47
1023001004025,1023001004,10293,25,10:45:03,10:45:33
1023001004026,1023001004,10270,26,10:46:21,10:46:51
1023001004027,1023001004,10230,27,10:47:43,10:48:13
1023001004028,1023001004,10197,28,10:49:02,10:49:32
1023001004029,1023001004,10183,29,10:50:35,
1023001005001,1023001005,10182,1,,10:20:00
1023001005002,1023001005,10318,2,10:20:46,10:21:16
1023001005003,1023001005,10311,3,10:22:13,10:22:43
1023001005004,1023001005,10235,4,10:23:35,10:24:05
1023001005005,1023001005,10184,5,10:24:45,10:25:15
1023001005006,1023001005,10169,6,10:25:50,10:26:20
1023001005007,1023001005,10273,7,10:27:15,10:27:45
1023001005008,1023001005,10276,8,10:28:41,10:29:11
1023001005009,1023001005,10254,9,10:30:10,10:30:40
1023001005010,1023001005,10222,10,10:31:15,10:31:45
1023001005011,1023001005,10241,11,10:32:51,10:33:21
1023001005012,1023001005,10305,12,10:33:57,10:34:27
1023001005013,1023001005,10212,13,10:34:51,10:35:21
1023001005014,1023001005,10150,14,10:36:03,10:36:33
1023001005015,1023001005,10267,15,10:37:09,10:37:39
1023001005016,1023001005,10261,16,10:38:30,10:39:00
1023001005017,1023001005,10297,17,10:39:39,10:40:09
1023001005018,1023001005,10283,18,10:40:54,10:41:24
1023001005019,1023001005,10171,19,10:41:53,10:42:23
1023001005020,1023001005,10249,20,10:43:04,10:43:34
1023001005021,1023001005,10299,21,10:44:19,10:44:49
1023001005022,1023001005,10282,22,10:45:57,10:46:27
1023001005023,1023001005,10181,23,10:47:13,10:47:43
1023001005024,1023001005,10247,24,10:48:17,10:48:47
1023001005025,1023001005,10293,25,10:50:03,10:50:33
1023001005026,1023001005,10270,26,10:51:21,10:51:51
1023001005027,1023001005,10230,27,10:52:43,10:53:13
1023001005028,1023001005,10197,28,10:54:02,10:54:32
1023001005029,1023001005,10183,29,10:55:35,
1023001006001,1023001006,10182,1,,10:25:00
1023001006002,1023001006,10318,2,10:25:46,10:26:16
1023001006003,1023001006,10311,3,10:27:13,10:27:43
1023001006004,1023001006,10235,4,10:28:35,10:29:05
1023001006005,1023001006,10184,5,10:29:45,10:30:15
1023001006006,1023001006,10169,6,10:30:50,10:31:20
1023001006007,1023001006,10273,7,10:32:15,10:32:45
1023001006008,1023001006,10276,8,10:33:41,10:34:11
1023001006009,1023001006,10254,9,10:35:10,10:35:40
1023001006010,1023001006,10222,10,10:36:15,10:36:45
1023001006011,1023001006,10241,11,10:37:51,10:38:21
1023001006012,1023001006,10305,12,10:38:57,10:39:27
1023001006013,1023001006,10212,13,10:39:51,10:40:21
1023001006014,1023001006,10150,14,10:41:03,10:41:33
1023001006015,1023001006,10267,15,10:42:09,10:42:39
1023001006016,1023001006,10261,16,10:43:30,10:44:00
1023001006017,1023001006,10297,17,10:44:39,10:45:09
1023001006018,1023001006,10283,18,10:45:54,10:46:24
1023001006019,1023001006,10171,19,10:46:53,10:47:23
1023001006020,1023001006,10249,20,10:48:04,10:48:34
1023001006021,1023001006,10299,21,10:49:19,10:49:49
1023001006022,1023001006,10282,22,10:50:57,10:51:27
1023001006023,1023001006,10181,23,10:52:13,10:52:43
1023001006024,1023001006,10247,24,10:53:17,10:53:47
1023001006025,1023001006,10293,25,10:55:03,10:55:33
1023001006026,1023001006,10270,26,10:56:21,10:56:51
1023001006027,1023001006,10230,27,10:57:43,10:58:13
1023001006028,1023001006,10197,28,10:59:02,10:59:32
1023001006029,1023001006,10183,29,11:00:35,
1023001007001,1023001007,10182,1,,10:30:00
1023001007002,1023001007,10318,2,10:30:46,10:31:16
1023001007003,1023001007,10311,3,10:32:13,10:32:43
1023001007004,1023001007,10235,4,10:33:35,10:34:05
1023001007005,1023001007,10184,5,10:34:45,10:35:15
1023001007006,1023001007,10169,6,10:35:50,10:36:20
1023001007007,1023001007,10273,7,10:37:15,10:37:45
1023001007008,1023001007,10276,8,10:38:41,10:39:11
1023001007009,1023001007,10254,9,10:40:10,10:40:40
1023001007010,1023001007,10222,10,10:41:15,10:41:45
1023001007011,1023001007,10241,11,10:42:51,10:43:21
1023001007012,1023001007,10305,12,10:43:57,10:44:27
1023001007013,1023001007,10212,13,10:44:51,10:45:21
1023001007014,1023001007,10150,14,10:46:03,10:46:33
1023001007015,1023001007,10267,15,10:47:09,10:47:39
1023001007016,1023001007,10261,16,10:48:30,10:49:00
1023001007017,1023001007,10297,17,10:49:39,10:50:09
1023001007018,1023001007,10283,18,10:50:54,10:51:24
1023001007019,1023001007,10171,19,10:51:53,10:52:23
1023001007020,1023001007,10249,20,10:53:04,10:53:34
1023001007021,1023001007,10299,21,10:54:19,10:54:49
1023001007022,1023001007,10282,22,10:55:57,10:56:27
1023001007023,1023001007,10181,23,10:57:13,10:57:43
1023001007024,1023001007,10247,24,10:58:17,10:58:47
1023001007025,1023001007,10293,25,11:00:03,11:00:33
1023001007026,1023001007,10270,26,11:01:21,11:01:51
1023001007027,1023001007,10230,27,11:02:43,11:03:13
1023001007028,1023001007,10197,28,11:04:02,11:04:32
1023001007029,1023001007,10183,29,11:05:35,
1023001008001,1023001008,10182,1,,10:35:00
1023001008002,1023001008,10318,2,10:35:46,10:36:16
1023001008003,1023001008,10311,3,10:37:13,10:37:43
1023001008004,1023001008,10235,4,10:38:35,10:39:05
1023001008005,1023001008,10184,5,10:39:45,10:40:15
1023001008006,1023001008,10169,6,10:40:50,10:41:20
1023001008007,1023001008,10273,7,10:42:15,10:42:45
1023001008008,1023001008,10276,8,10:43:41,10:44:11
1023001008009,1023001008,10254,9,10:45:10,10:45:40
1023001008010,1023001008,10222,10,10:46:15,10:46:45
1023001008011,1023001008,10241,11,10:47:51,10:48:21
1023001008012,1023001008,10305,12,10:48:57,10:49:27
1023001008013,1023001008,10212,13,10:49:51,10:50:21
1023001008014,1023001008,10150,14,10:51:03,10:51:33
1023001008015,1023001008,10267,15,10:52:09,10:52:39
1023001008016,1023001008,10261,16,10:53:30,10:54:00
1023001008017,1023001008,10297,17,10:54:39,10:55:09
1023001008018,1023001008,10283,18,10:55:54,10:56:24
1023001008019,1023001008,10171,19,10:56:53,10:57:23
1023001008020,1023001008,10249,20,10:58:04,10:58:34
1023001008021,1023001008,10299,21,10:59:19,10:59:49
1023001008022,1023001008,10282,22,11:00:57,11:01:27
1023001008023,1023001008,10181,23,11:02:13,11:02:43
1023001008024,1023001008,10247,24,11:03:17,11:03:47
1023001008025,1023001008,10293,25,11:05:03,11:05:33
1023001008026,1023001008,10270,26,11:06:21,11:06:51
1023001008027,1023001008,10230,27,11:07:43,11:08:13
1023001008028,1023001008,10197,28,11:09:02,11:09:32
1023001008029,1023001008,10183,29,11:10:35,
1023001009001,1023001009,10182,1,,10:40:00
1023001009002,1023001009,10318,2,10:40:46,10:41:16
1023001009003,1023001009,10311,3,10:42:13,10:42:43
1023001009004,1023001009,10235,4,10:43:35,10:44:05
1023001009005,1023001009,10184,5,10:44:45,10:45:15
1023001009006,1023001009,10169,6,10:45:50,10:46:20
1023001009007,1023001009,10273,7,10:47:15,10:47:45
1023001009008,1023001009,10276,8,10:48:41,10:49:11
1023001009009,1023001009,10254,9,10:50:10,10:50:40
1023001009010,1023001009,10222,10,10:51:15,10:51:45
1023001009011,1023001009,10241,11,10:52:51,10:53:21
1023001009012,1023001009,10305,12,10:53:57,10:54:27
1023001009013,1023001009,10212,13,10:54:51,10:55:21
1023001009014,1023001009,10150,14,10:56:03,10:56:33
1023001009015,1023001009,10267,15,10:57:09,10:57:39
1023001009016,1023001009,10261,16,10:58:30,10:59:00
1023001009017,1023001009,10297,17,10:59:39,11:00:09
1023001009018,1023001009,10283,18,11:00:54,11:01:24
1023001009019,1023001009,10171,19,11:01:53,11:02:23
1023001009020,1023001009,10249,20,11:03:04,11:03:34
1023001009021,1023001009,10299,21,11:04:19,11:04:49
1023001009022,1023001009,10282,22,11:05:57,11:06:27
1023001009023,1023001009,10181,23,11:07:13,11:07:43
1023001009024,1023001009,10247,24,11:08:17,11:08:47
1023001009025,1023001009,10293,25,11:10:03,11:10:33
1023001009026,1023001009,10270,26,11:11:21,11:11:51
1023001009027,1023001009,10230,27,11:12:43,11:13:13
1023001009028,1023001009,10197,28,11:14:02,11:14:32
1023001009029,1023001009,10183,29,11:15:35,
1023001010001,1023001010,10182,1,,10:45:00
1023001010002,1023001010,10318,2,10:45:46,10:46:16
1023001010003,1023001010,10311,3,10:47:13,10:47:43
1023001010004,1023001010,10235,4,10:48:35,10:49:05
1023001010005,1023001010,10184,5,10:49:45,10:50:15
1023001010006,1023001010,10169,6,10:50:50,10:51:20
1023001010007,1023001010,10273,7,10:52:15,10:52:45
1023001010008,1023001010,10276,8,10:53:41,10:54:11
1023001010009,1023001010,10254,9,10:55:10,10:55:40
1023001010010,1023001010,10222,10,10:56:15,10:56:45
1023001010011,1023001010,10241,11,10:57:51,10:58:21
1023001010012,1023001010,10305,12,10:58:57,10:59:27
1023001010013,1023001010,10212,13,10:59:51,11:00:21
1023001010014,1023001010,10150,14,11:01:03,11:01:33
1023001010015,1023001010,10267,15,11:02:09,11:02:39
1023001010016,1023001010,10261,16,11:03:30,11:04:00
1023001010017,1023001010,10297,17,11:04:39,11:05:09
1023001010018,1023001010,10283,18,11:05:54,11:06:24
1023001010019,1023001010,10171,19,11:06:53,11:07:23
1023001010020,1023001010,10249,20,11:08:04,11:08:34
1023001010021,1023001010,10299,21,11:09:19,11:09:49
1023001010022,1023001010,10282,22,11:10:57,11:11:27
1023001010023,1023001010,10181,23,11:12:13,11:12:43
1023001010024,1023001010,10247,24,11:13:17,11:13:47
1023001010025,1023001010,10293,25,11:15:03,11:15:33
1023001010026,1023001010,10270,26,11:16:21,11:16:51
1023001010027,1023001010,10230,27,11:17:43,11:18:13
1023001010028,1023001010,10197,28,11:19:02,11:19:32
1023001010029,1023001010,10183,29,11:20:35,
1023001011001,1023001011,10182,1,,10:50:00
1023001011002,1023001011,10318,2,10:50:46,10:51:16
1023001011003,1023001011,10311,3,10:52:13,10:52:43
1023001011004,1023001011,10235,4,10:53:35,10:54:05
1023001011005,1023001011,10184,5,10:54:45,10:55:15
1023001011006,1023001011,10169,6,10:55:50,10:56:20
1023001011007,1023001011,10273,7,10:57:15,10:57:45
1023001011008,1023001011,10276,8,10:58:41,10:59:11
1023001011009,1023001011,10254,9,11:00:10,11:00:40
1023001011010,1023001011,10222,10,11:01:15,11:01:45
1023001011011,1023001011,10241,11,11:02:51,11:03:21
1023001011012,1023001011,10305,12,11:03:57,11:04:27
1023001011013,1023001011,10212,13,11:04:51,11:05:21
1023001011014,1023001011,10150,14,11:06:03,11:06:33
1023001011015,1023001011,10267,15,11:07:09,11:07:39
1023001011016,1023001011,10261,16,11:08:30,11:09:00
1023001011017,1023001011,10297,17,11:09:39,11:10:09
1023001011018,1023001011,10283,18,11:10:54,11:11:24
1023001011019,1023001011,10171,19,11:11:53,11:12:23
1023001011020,1023001011,10249,20,11:13:04,11:13:34
1023001011021,1023001011,10299,21,11:14:19,11:14:49
1023001011022,1023001011,10282,22,11:15:57,11:16:27
1023001011023,1023001011,10181,23,11:17:13,11:17:43
1023001011024,1023001011,10247,24,11:18:17,11:18:47
1023001011025,1023001011,10293,25,11:20:03,11:20:33
1023001011026,1023001011,10270,26,11:21:21,11:21:51
1023001011027,1023001011,10230,27,11:22:43,11:23:13
1023001011028,1023001011,10197,28,11:24:02,11:24:32
1023001011029,1023001011,10183,29,11:25:35,
1023001012001,1023001012,10182,1,,10:55:00
1023001012002,1023001012,10318,2,10:55:46,10:56:16
1023001012003,1023001012,10311,3,10:57:13,10:57:43
1023001012004,1023001012,10235,4,10:58:35,10:59:05
1023001012005,1023001012,10184,5,10:59:45,11:00:15
1023001012006,1023001012,10169,6,11:00:50,11:01:20
1023001012007,1023001012,10273,7,11:02:15,11:02:45
1023001012008,1023001012,10276,8,11:03:41,11:04:11
1023001012009,1023001012,10254,9,11:05:10,11:05:40
1023001012010,1023001012,10222,10,11:06:15,11:06:45
1023001012011,1023001012,10241,11,11:07:51,11:08:21
1023001012012,1023001012,10305,12,11:08:57,11:09:27
1023001012013,1023001012,10212,13,11:09:51,11:10:21
1023001012014,1023001012,10150,14,11:11:03,11:11:33
1023001012015,1023001012,10267,15,11:12:09,11:12:39
1023001012016,1023001012,10261,16,11:13:30,11:14:00
1023001012017,1023001012,10297,17,11:14:39,11:15:09
1023001012018,1023001012,10283,18,11:15:54,11:16:24
1023001012019,1023001012,10171,19,11:16:53,11:17:23
1023001012020,1023001012,10249,20,11:18:04,11:18:34
1023001012021,1023001012,10299,21,11:19:19,11:19:49
1023001012022,1023001012,10282,22,11:20:57,11:21:27
1023001012023,1023001012,10181,23,11:22:13,11:22:43
1023001012024,1023001012,10247,24,11:23:17,11:23:47
1023001012025,1023001012,10293,25,11:25:03,11:25:33
1023001012026,1023001012,10270,26,11:26:21,11:26:51
1023001012027,1023001012,10230,27,11:27:43,11:28:13
1023001012028,1023001012,10197,28,11:29:02,11:29:32
1023001012029,1023001012,10183,29,11:30:35,
1023001013001,1023001013,10182,1,,11:00:00
1023001013002,1023001013,10318,2,11:00:46,11:01:16
1023001013003,1023001013,10311,3,11:02:13,11:02:43
1023001013004,1023001013,10235,4,11:03:35,11:04:05
1023001013005,1023001013,10184,5,11:04:45,11:05:15
1023001013006,1023001013,10169,6,11:05:50,11:06:20
1023001013007,1023001013,10273,7,11:07:15,11:07:45
1023001013008,1023001013,10276,8,11:08:41,11:09:11
1023001013009,1023001013,10254,9,11:10:10,11:10:40
1023001013010,1023001013,10222,10,11:11:15,11:11:45
1023001013011,1023001013,10241,11,11:12:51,11:13:21
1023001013012,1023001013,10305,12,11:13:57,11:14:27
1023001013013,1023001013,10212,13,11:14:51,11:15:21
1023001013014,1023001013,10150,14,11:16:03,11:16:33
1023001013015,1023001013,10267,15,11:17:09,11:17:39
1023001013016,1023001013,10261,16,11:18:30,11:19:00
1023001013017,1023001013,10297,17,11:19:39,11:20:09
1023001013018,1023001013,10283,18,11:20:54,11:21:24
1023001013019,1023001013,10171,19,11:21:53,11:22:23
1023001013020,1023001013,10249,20,11:23:04,11:23:34
1023001013021,1023001013,10299,21,11:24:19,11:24:49
1023001013022,1023001013,10282,22,11:25:57,11:26:27
1023001013023,1023001013,10181,23,11:27:13,11:27:43
1023001013024,1023001013,10247,24,11:28:17,11:28:47
1023001013025,1023001013,10293,25,11:30:03,11:30:33
1023001013026,1023001013,10270,26,11:31:21,11:31:51
1023001013027,1023001013,10230,27,11:32:43,11:33:13
1023001013028,1023001013,10197,28,11:34:02,11:34:32
1023001013029,1023001013,10183,29,11:35:35,
1023001014001,1023001014,10182,1,,11:05:00
1023001014002,1023001014,10318,2,11:05:46,11:06:16
1023001014003,1023001014,10311,3,11:07:13,11:07:43
1023001014004,1023001014,10235,4,11:08:35,11:09:05
1023001014005,1023001014,10184,5,11:09:45,11:10:15
1023001014006,1023001014,10169,6,11:10:50,11:11:20
1023001014007,1023001014,10273,7,11:12:15,11:12:45
1023001014008,1023001014,10276,8,11:13:41,11:14:11
1023001014009,1023001014,10254,9,11:15:10,11:15:40
1023001014010,1023001014,10222,10,11:16:15,11:16:45
1023001014011,1023001014,10241,11,11:17:51,11:18:21
1023001014012,1023001014,10305,12,11:18:57,11:19:27
1023001014013,1023001014,10212,13,11:19:51,11:20:21
1023001014014,1023001014,10150,14,11:21:03,11:21:33
1023001014015,1023001014,10267,15,11:22:09,11:22:39
1023001014016,1023001014,10261,16,11:23:30,11:24:00
1023001014017,1023001014,10297,17,11:24:39,11:25:09
1023001014018,1023001014,10283,18,11:25:54,11:26:24
1023001014019,1023001014,10171,19,11:26:53,11:27:23
1023001014020,1023001014,10249,20,11:28:04,11:28:34
1023001014021,1023001014,10299,21,11:29:19,11:29:49
1023001014022,1023001014,10282,22,11:30:57,11:31:27
1023001014023,1023001014,10181,23,11:32:13,11:32:43
1023001014024,1023001014,10247,24,11:33:17,11:33:47
1023001014025,1023001014,10293,25,11:35:03,11:35:33
1023001014026,1023001014,10270,26,11:36:21,11:36:51
1023001014027,1023001014,10230,27,11:37:43,11:38:13
1023001014028,1023001014,10197,28,11:39:02,11:39:32
1023001014029,1023001014,10183,29,11:40:35,
1023001015001,1023001015,10182,1,,11:10:00
1023001015002,1023001015,10318,2,11:10:46,11:11:16
1023001015003,1023001015,10311,3,11:12:13,11:12:43
1023001015004,1023001015,10235,4,11:13:35,11:14:05
1023001015005,1023001015,10184,5,11:14:45,11:15:15
1023001015006,1023001015,10169,6,11:15:50,11:16:20
1023001015007,1023001015,10273,7,11:17:15,11:17:45
1023001015008,1023001015,10276,8,11:18:41,11:19:11
1023001015009,1023001015,10254,9,11:20:10,11:20:40
1023001015010,1023001015,10222,10,11:21:15,11:21:45
1023001015011,1023001015,10241,11,11:22:51,11:23:21
1023001015012,1023001015,10305,12,11:23:57,11:24:27
1023001015013,1023001015,10212,13,11:24:51,11:25:21
1023001015014,1023001015,10150,14,11:26:03,11:26:33
1023001015015,1023001015,10267,15,11:27:09,11:27:39
1023001015016,1023001015,10261,16,11:28:30,11:29:00
1023001015017,1023001015,10297,17,11:29:39,11:30:09
1023001015018,1023001015,10283,18,11:30:54,11:31:24
1023001015019,1023001015,10171,19,11:31:53,11:32:23
1023001015020,1023001015,10249,20,11:33:04,11:33:34
1023001015021,1023001015,10299,21,11:34:19,11:34:49
1023001015022,1023001015,10282,22,11:35:57,11:36:27
1023001015023,1023001015,10181,23,11:37:13,11:37:43
1023001015024,1023001015,10247,24,11:38:17,11:38:47
1023001015025,1023001015,10293,25,11:40:03,11:40:33
1023001015026,1023001015,10270,26,11:41:21,11:41:51
1023001015027,1023001015,10230,27,11:42:43,11:43:13
1023001015028,1023001015,10197,28,11:44:02,11:44:32
1023001015029,1023001015,10183,29,11:45:35,
1023001016001,1023001016,10182,1,,11:15:00
1023001016002,1023001016,10318,2,11:15:46,11:16:16
1023001016003,1023001016,10311,3,11:17:13,11:17:43
1023001016004,1023001016,10235,4,11:18:35,11:19:05
1023001016005,1023001016,10184,5,11:19:45,11:20:15
1023001016006,1023001016,10169,6,11:20:50,11:21:20
1023001016007,1023001016,10273,7,11:22:15,11:22:45
1023001016008,1023001016,10276,8,11:23:41,11:24:11
1023001016009,1023001016,10254,9,11:25:10,11:25:40
1023001016010,1023001016,10222,10,11:26:15,11:26:45
1023001016011,1023001016,10241,11,11:27:51,11:28:21
1023001016012,1023001016,10305,12,11:28:57,11:29:27
1023001016013,1023001016,10212,13,11:29:51,11:30:21
1023001016014,1023001016,10150,14,11:31:03,11:31:33
1023001016015,1023001016,10267,15,11:32:09,11:32:39
1023001016016,1023001016,10261,16,11:33:30,11:34:00
1023001016017,1023001016,10297,17,11:34:39,11:35:09
1023001016018,1023001016,10283,18,11:35:54,11:36:24
1023001016019,1023001016,10171,19,11:36:53,11:37:23
1023001016020,1023001016,10249,20,11:38:04,11:38:34
1023001016021,1023001016,10299,21,11:39:19,11:39:49
1023001016022,1023001016,10282,22,11:40:57,11:41:27
1023001016023,1023001016,10181,23,11:42:13,11:42:43
1023001016024,1023001016,10247,24,11:43:17,11:43:47
1023001016025,1023001016,10293,25,11:45:03,11:45:33
1023001016026,1023001016,10270,26,11:46:21,11:46:51
1023001016027,1023001016,10230,27,11:47:43,11:48:13
1023001016028,1023001016,10197,28,11:49:02,11:49:32
1023001016029,1023001016,10183,29,11:50:35,
1023001017001,1023001017,10182,1,,11:20:00
1023001017002,1023001017,10318,2,11:20:46,11:21:16
1023001017003,1023001017,10311,3,11:22:13,11:22:43
1023001017004,1023001017,10235,4,11:23:35,11:24:05
1023001017005,1023001017,10184,5,11:24:45,11:25:15
1023001017006,1023001017,10169,6,11:25:50,11:26:20
1023001017007,1023001017,10273,7,11:27:15,11:27:45
1023001017008,1023001017,10276,8,11:28:41,11:29:11
1023001017009,1023001017,10254,9,11:30:10,11:30:40
1023001017010,1023001017,10222,10,11:31:15,11:31:45
1023001017011,1023001017,10241,11,11:32:51,11:33:21
1023001017012,1023001017,10305,12,11:33:57,11:34:27
1023001017013,1023001017,10212,13,11:34:51,11:35:21
1023001017014,1023001017,10150,14,11:36:03,11:36:33
1023001017015,1023001017,10267,15,11:37:09,11:37:39
1023001017016,1023001017,10261,16,11:38:30,11:39:00
1023001017017,1023001017,10297,17,11:39:39,11:40:09
1023001017018,1023001017,10283,18,11:40:54,11:41:24
1023001017019,1023001017,10171,19,11:41:53,11:42:23
1023001017020,1023001017,10249,20,11:43:04,11:43:34
1023001017021,1023001017,10299,21,11:44:19,11:44:49
1023001017022,1023001017,10282,22,11:45:57,11:46:27
1023001017023,1023001017,10181,23,11:47:13,11:47:43
1023001017024,1023001017,10247,24,11:48:17,11:48:47
1023001017025,1023001017,10293,25,11:50:03,11:50:33
1023001017026,1023001017,10270,26,11:51:21,11:51:51
1023001017027,1023001017,10230,27,11:52:43,11:53:13
1023001017028,1023001017,10197,28,11:54:02,11:54:32
1023001017029,1023001017,10183,29,11:55:35,
1023001018001,1023001018,10182,1,,11:25:00
1023001018002,1023001018,10318,2,11:25:46,11:26:16
1023001018003,1023001018,10311,3,11:27:13,11:27:43
1023001018004,1023001018,10235,4,11:28:35,11:29:05
1023001018005,1023001018,10184,5,11:29:45,11:30:15
1023001018006,1023001018,10169,6,11:30:50,11:31:20
1023001018007,1023001018,10273,7,11:32:15,11:32:45
1023001018008,1023001018,10276,8,11:33:41,11:34:11
1023001018009,1023001018,10254,9,11:35:10,11:35:40
1023001018010,1023001018,10222,10,11:36:15,11:36:45
1023001018011,1023001018,10241,11,11:37:51,11:38:21
1023001018012,1023001018,10305,12,11:38:57,11:39:27
1023001018013,1023001018,10212,13,11:39:51,11:40:21
1023001018014,1023001018,10150,14,11:41:03,11:41:33
1023001018015,1023001018,10267,15,11:42:09,11:42:39
1023001018016,1023001018,10261,16,11:43:30,11:44:00
1023001018017,1023001018,10297,17,11:44:39,11:45:09
1023001018018,1023001018,10283,18,11:45:54,11:46:24
1023001018019,1023001018,10171,19,11:46:53,11:47:23
1023001018020,1023001018,10249,20,11:48:04,11:48:34
1023001018021,1023001018,10299,21,11:49:19,11:49:49
1023001018022,1023001018,10282,22,11:50:57,11:51:27
1023001018023,1023001018,10181,23,11:52:13,11:52:43
